,Neighborhood,population between 18 and 34_n,population between 35 to 64_n,population 65 and over_n,Population white_n,population black_n,Population asian_n,population hispanic_n,population other _n,family households_n,nonfamily households_n,population education high school and less_n,population education bachelors_n,population education masters_n,population education phd_n,household income less than 10_n,owner  occupied units_n,renter occupied units_n,cars per capita,transportation car_n,transportation public_n,tranportation motorcycle_n,total workers,household income form 10 to 40_n,household income form 40 to 75_n,household income 75 and above_n,house value less than 100_n,house value for 100 to 500_n,house value 500 or more_n,rent less than 1000_n,rent bewteen 1000 and 2000_n,Transportation Other means_n,rent 2000 or more_n
0,Airport,19991.44065,31714.06358,10062.49577,19164.55357,18241.25629,7310.887696,14563.74279,2487.559658,42660.12751,19055.87249,15242.59799,9815.234043,4580.903298,512.7101071,8421.950124,26600.68466,29270.80738,12381.76539,20299.84125,12075.15044,123.8787156,61869,26972.21452,23043.51184,36524.82796,3734.9469,36353.87046,20827.18264,16895.06282,36981.70339,3132.253619,7764.233794
1,Allerton-Pelham Gardens,2391.492508,3691.077912,1215.42958,1630.932196,2407.259577,507.4161925,2584.03854,168.353494,4949.925383,2342.074617,1756.481073,984.5343585,453.2897154,55.23915904,1311.30503,2391.948839,4240.166251,1483.562253,1975.953414,1309.35452,7.805774529,7310,3669.4987,2696.857597,3480.369079,751.5610359,4489.44878,1871.990184,2415.395483,4250.848515,360.0447502,621.7560022
2,Annadale-Huguenot-Prince's Bay-Eltingville,1667.125941,3118.038729,1031.835329,3781.817501,534.7205323,492.8048584,917.2857555,90.37135338,4318.477309,1496.522691,1577.31232,1002.213669,479.1774452,47.93840053,558.0315991,3618.025154,1707.621521,1293.209923,2573.240189,980.9731463,5.222601743,5821,1869.582493,1756.878153,3909.352157,200.6528705,3292.689138,2298.657991,1659.153363,3412.819722,192.702505,738.0269141
3,Arden Heights,498.5165606,914.3085064,296.174933,1112.371568,131.9160872,149.5025375,289.0377449,26.17206222,1253.191326,453.8086739,453.8534449,295.0618682,146.6166245,14.78517389,144.3181847,1079.942614,499.2961665,366.8854637,770.8621722,291.9554487,1.900932232,1710,553.9828018,539.2235566,1181.277189,63.46173058,1001.399069,630.1392008,428.6887019,1043.294123,64.8347699,233.0171752
4,Astoria,8396.696225,12099.70459,3920.599186,8998.015785,3917.561109,3752.243281,7073.540957,675.6388689,15529.11695,8846.883047,5376.917015,4523.529847,2078.702145,256.5772101,3676.28131,8444.23794,13549.11628,5375.65268,6320.842653,5034.461479,68.55405531,24530,11783.00503,10059.6677,15879.00182,1335.549249,11639.68706,11018.76369,6209.909272,14604.49296,1523.840235,3524.597767
5,Auburndale,1330.141869,2331.475354,820.3827765,1718.498512,562.5852621,1075.433529,996.4620577,129.0206397,3174.371888,1302.628112,1036.047405,816.325866,402.869725,46.78338109,465.7069694,2286.295548,1816.138776,909.1868885,1671.160757,830.4094012,7.387851749,4496,1723.147287,1612.781798,2791.295205,208.373773,2218.078864,2036.547363,906.1623429,2771.972953,215.6166276,783.8647046
6,Baisley Park,1379.811565,2174.380671,679.8077643,896.591038,1592.251531,557.4900928,1005.026555,182.6407824,3037.838333,1178.161667,1071.333096,614.0939924,276.5134727,26.32604755,526.1129855,1872.581854,1961.0879,939.2704452,1302.782334,810.2876842,6.888312876,4250,1737.111862,1550.966696,2253.840568,239.3218197,2557.312676,1365.365505,1107.471568,2621.992685,185.1809349,471.5357473
7,Bath Beach,1626.003433,2655.257014,936.7395534,2539.468735,728.2529961,951.0848258,898.1162971,101.0771463,3622.313973,1594.686027,1294.448828,901.5192433,407.8143518,45.17672559,690.3129284,2171.109945,2568.485115,1112.795804,1459.228864,1024.78332,11.1901412,5228,2337.062071,1885.939457,2921.586148,253.0884572,2094.268502,2823.643041,1413.006962,3284.872311,291.585705,509.1207267
8,Battery Park City-Lower Manhattan,109214.0499,160503.4538,52161.49633,146195.9298,58042.36566,38215.30791,71149.12514,8276.271501,195635.1892,126059.8108,63334.577,68582.40617,35496.97434,5050.341353,50438.02063,119209.7293,168970.9785,65750.5361,90627.72579,66141.10598,1043.494205,322171,148555.7255,126073.8831,272381.8712,18975.84176,147090.7457,149423.4125,86792.88538,166283.8996,26466.11745,68254.21501
9,Bay Ridge,8357.663549,13364.45531,4517.881142,12505.56892,3974.365058,3987.619865,5200.461211,571.9849475,17411.80775,8814.19225,6132.431299,4708.865221,2223.656251,272.9854901,3749.602282,10170.08802,13597.85241,5700.812175,6998.18461,5214.056048,63.18909627,26298,12169.66857,9885.640115,15907.6925,1447.415215,10671.75968,13809.82511,7177.360101,16245.8953,1583.933646,2777.744596
10,Bayside-Bayside Hills,4279.351618,7536.51718,2669.131202,5459.775119,2061.193076,3284.740684,3225.40788,453.8832419,10211.63061,4249.369394,3323.691709,2727.017891,1270.737918,156.3012452,1473.362357,7321.352788,5899.227736,3030.181503,5295.194552,2692.261078,21.53008898,14535,5628.086077,5117.714878,9205.402099,725.4521875,6986.402957,6643.144855,3073.334993,8838.347446,684.3222752,2518.317561
11,Bedford,7653.74263,9555.625015,2799.632356,7435.368926,5930.778669,1478.214775,4750.927472,413.7101594,13391.83461,6571.165392,4940.09974,2808.885281,1289.29792,147.0567862,3678.270895,5274.7122,12589.68895,4018.824241,3979.191181,3768.976989,97.92663478,20088,10805.65331,7343.979279,9843.959619,1268.260885,8800.25753,9533.481586,6695.756407,10887.62592,1890.891038,2355.617667
12,Bedford Park-Fordham North,4764.968275,6942.029122,2115.002604,3434.094719,3343.148005,969.9597643,5782.422103,292.3754079,9130.545149,4671.454851,3140.174074,1895.107164,888.4050317,114.1322887,2725.722165,3815.041798,8722.653256,2690.288978,3440.342726,2554.121764,21.6539281,13827,7455.621664,5067.671255,6553.115611,1287.105074,8075.921188,3870.973737,4665.847261,7862.987557,815.7929906,1266.165183
13,Bellerose,3007.352482,5053.839861,1691.807657,3758.859662,2057.528237,1451.159173,2170.234465,315.2184626,6848.969809,2890.030191,2314.782982,1680.773264,844.0308974,94.39434812,1144.597393,4891.347609,3976.785527,1873.981397,3741.538857,1829.114296,16.2284623,9772,3864.303791,3437.284859,6199.003283,587.7093008,5620.041572,3455.249128,2453.794446,5778.306899,467.1546039,1491.898656
14,Belmont,3472.432639,4978.363292,1626.204069,3552.53793,1865.464072,707.5939316,3732.386107,219.0179601,6372.922237,3692.077763,2097.217491,1609.609268,846.4027336,137.0935894,1934.565703,3104.18828,5971.327356,1866.732265,2746.133109,1863.143924,21.72204929,10085,5296.519638,3720.486275,6067.772797,922.828394,5614.446238,3250.725369,3287.889835,5449.273912,727.2109669,1322.836253
15,Bensonhurst East,4907.269728,7946.333999,2929.396274,7969.643309,1950.489135,3001.226173,2572.426603,289.2147796,10869.05866,4907.941346,3882.852843,2721.675207,1223.216501,140.2304068,2349.998695,5918.206978,8360.370813,3351.488873,3938.084738,3083.849476,38.5096015,15817,7588.554507,5709.586335,8199.263418,885.1565548,5976.334695,8766.50875,4602.447788,9789.158364,955.611855,1368.393848
16,Bensonhurst West,7679.568452,12204.37376,4405.057786,11501.8183,3780.368697,4405.227418,4160.153832,441.4317536,16730.24123,7543.758772,6083.284745,4020.586773,1784.328418,200.8257899,3644.218439,9026.591004,12975.81961,5119.853562,6116.093532,4711.710753,56.68021101,24334,11765.80814,8835.565845,12483.08893,1339.678219,9555.463549,13168.85823,7190.013953,15014.71551,1471.706063,2062.270535
17,Borough Park,27669.4121,38782.88521,13341.7027,40305.6164,14972.11598,9760.126309,13381.11646,1375.024852,55574.02424,24147.97577,20453.87929,12149.83717,5704.198498,657.1910759,11775.36137,26453.42226,45437.64405,15907.5501,18294.14531,14648.76651,234.4586443,79915,40841.78671,28361.42219,38688.20367,3866.52954,29501.39101,45462.07946,23019.85808,48468.29488,7139.643168,8196.847044
18,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,1820.332419,3207.877604,1118.789977,2588.230774,1688.317465,531.2404603,1184.685687,154.5256139,4215.511624,1930.488376,1471.52174,997.2305456,486.3354112,48.29016223,859.8128575,2668.876794,2767.389516,1294.435817,2037.948331,1108.038068,15.63505857,6163,2632.616346,2209.246865,3662.314563,386.0126049,3295.423899,2413.563497,1857.916003,3596.394568,282.6808376,683.6894288
19,Briarwood-Jamaica Hills,2616.251809,4233.543487,1349.204704,2109.573396,2304.514713,1480.076581,1927.084871,377.7504379,5805.492266,2382.507735,1958.628917,1366.951897,624.3486135,64.6719936,959.0280422,3679.848633,3815.035411,1819.504226,2567.118184,1616.33772,11.09912085,8234,3376.71496,3048.577258,4671.666217,410.1663896,4907.218011,2824.615599,1929.181214,5242.133341,377.0014285,998.6854451
20,Brighton Beach,6866.732383,10815.55307,4010.714551,9239.570628,4587.798578,2988.069586,4426.971653,450.5895547,14207.29713,7451.702868,5161.353104,3815.471022,1656.339221,200.0824103,4165.301191,7119.543506,12445.97347,4587.648258,4969.168987,4202.508825,48.76611937,21717,11331.90275,8082.807971,11208.85495,1510.448113,9761.756134,9962.795752,7016.085069,12738.27773,1349.46411,1893.637197
21,Bronxdale,3068.773278,4460.500598,1391.726125,1679.484798,2951.906261,517.3967956,3586.864042,185.3481026,5910.485597,3001.514403,2092.413117,1141.121444,513.7768242,62.40985977,1891.086096,2248.965534,5834.747124,1845.429831,1958.29855,1649.611961,12.97726169,8926,4942.963155,3282.704432,3865.003377,952.208414,5290.763141,2353.028445,3331.951502,4932.007584,485.9595905,646.0409145
22,Brooklyn Heights-Cobble Hill,105324.8146,163740.4853,54133.70006,124276.1203,78418.2421,34665.66941,77848.95978,7990.008379,211789.908,111001.092,74287.33733,56187.60562,27858.38219,3341.909309,49616.79359,126639.2273,165440.4837,68391.63257,92729.188,63792.10238,820.7669221,323281,148521.2635,121399.6973,207243.4231,20478.1575,163471.1774,132810.6651,94480.98536,183846.4258,18724.5312,44207.58884
23,Brownsville,2644.541335,3766.417345,1136.04132,1774.198663,3058.833428,694.4865999,1827.532254,191.9490551,5027.784237,2502.215763,1873.534077,1082.537177,495.3828922,56.48522973,1425.828692,2329.926653,4426.449745,1644.973614,1693.745316,1524.355498,20.20210522,7571,3786.759381,2830.737965,3901.039766,441.3830057,3822.361436,3032.255558,2496.568074,4270.329866,418.0271981,749.1020596
24,Bushwick North,7223.861541,9470.385697,2713.752762,5236.04528,4668.430108,2095.579496,6937.139215,470.805902,12785.53935,6604.46065,4443.477993,2906.614044,1255.6188,135.775556,3510.625729,5467.553529,11976.72559,4354.296979,3985.65814,4052.716461,80.09247432,19491,9707.543686,7527.632935,10482.17684,1145.720455,9301.2995,8588.980045,5735.864776,11449.32815,1273.147038,2171.80707
25,Bushwick South,7494.215521,10292.70063,3187.083852,6142.174264,5773.692667,2564.16518,5982.448684,511.5192048,13484.08414,7460.915861,4794.284127,3419.49146,1523.147255,176.635175,3779.894335,6293.655311,12533.67904,4590.750509,4521.441298,4316.29606,76.82759613,21050,10685.31794,8285.508881,12182.6627,1272.739756,9874.923233,9421.337012,6478.434817,11890.2115,1391.835991,2551.353683
26,Cambria Heights,438.2638152,726.8206024,244.9155824,355.8618886,529.6035096,186.1295486,287.4048159,51.00023733,1021.594235,388.4057656,345.4637582,227.4899692,106.338395,11.81489365,148.9821898,726.8584941,565.7476803,300.0982804,506.9441937,268.1144602,2.373443809,1419,527.569776,501.3423468,850.2047664,76.11991685,884.5912528,441.2888304,347.1870505,850.9512213,62.10733433,210.8617282
27,Canarsie,4348.072344,6678.456261,2130.471395,3882.459259,5268.634078,1162.225645,2528.824162,314.8568551,9095.199993,4043.800008,3338.581238,1971.235748,907.1048814,88.52954843,2079.104778,4939.688185,6960.545223,2892.818831,3502.050822,2613.479878,26.54152912,13192,6056.854042,4843.797348,6767.42055,682.7587194,6576.529572,5495.711708,3891.879895,8042.050184,651.3614127,1191.069921
28,Carroll Gardens-Columbia Street-Red Hook,10027.10598,14158.43782,4344.456194,10461.89829,7556.508025,2889.246488,6944.926616,677.4205734,18031.83412,10463.16588,6374.3556,5100.710099,2494.913061,285.6837404,5087.953236,9094.555786,16576.74357,6266.483199,6470.151377,5946.734213,123.5195881,28597,13996.24927,11107.73301,18297.04626,1569.177872,12309.46758,14089.35455,8751.081578,15636.14534,1974.979057,4082.77308
29,Central Harlem North-Polo Grounds,6932.443698,9721.387193,3001.169109,4948.510765,5953.321327,1706.312061,6558.270619,488.5852281,11975.62944,7651.370561,4224.224887,3192.777254,1556.459834,215.8923816,4262.630029,5018.93355,12626.69169,4104.833837,4005.654181,3905.737298,48.43994177,19715,11131.46669,7977.912737,11547.09042,1889.773466,9703.494948,7311.731586,7164.219778,10135.17193,1352.037753,2313.608291
30,Central Harlem South,5756.672363,7963.48803,2435.839606,4780.105869,4280.247408,1384.348412,5315.706311,395.5919985,9727.439004,6410.560996,3362.852681,2793.569809,1403.467284,201.112528,3431.898653,4168.439882,10295.60281,3359.302788,3367.775744,3266.744731,46.14295676,16203,9009.163211,6566.084369,10320.12843,1464.797361,7657.931336,6488.271303,5653.924999,8221.090208,1190.41704,2256.984794
31,Charleston-Richmond Valley-Tottenville,3170.981795,5833.711566,1874.306638,6782.654634,1176.171578,863.2433994,1874.816153,182.1142365,7969.208135,2906.791865,2859.509376,1855.231925,924.4441629,86.98588247,1052.765003,6568.229717,3421.430458,2311.315044,4805.806755,1864.813001,11.7066776,10886,3695.267878,3401.963754,7272.414645,497.7412839,6083.746516,4246.512201,2963.296277,6514.454351,394.7049866,1383.249372
32,Chinatown,45253.36259,68529.17585,22719.46157,51686.18126,28419.68533,19905.56109,33107.78259,3382.789727,87615.79719,48814.20281,30252.67724,24432.12008,11782.89453,1459.655949,22540.61211,48877.68816,74303.06193,28567.68548,35584.20903,27055.56849,425.1574105,136643,66282.67271,52352.03624,89530.51532,8757.657357,64317.57734,60619.76531,41714.88533,75310.43847,9371.971145,19308.6762
33,Claremont-Bathgate,4171.882288,6010.540883,1821.576829,2576.290114,3259.0693,768.8781194,5141.596103,258.1663621,7883.061678,4097.938322,2719.536952,1582.502365,740.1372108,97.52430113,2596.742624,3034.240835,7844.804612,2366.493406,2741.231705,2179.449515,19.41209418,12020,6724.819526,4373.691757,5367.888315,1240.705945,6992.513605,3181.78045,4456.48847,6508.818838,726.8444102,1008.692692
34,Clinton,38692.15662,55213.17271,17509.67066,44802.61962,21085.71177,12352.51112,30337.8524,2836.305088,66083.65349,45257.3465,22037.29314,22588.89232,11512.99395,1622.047247,19698.63595,35628.59525,63770.77376,22805.73559,27938.63274,22963.05074,377.03547,111550,57828.97986,46548.05914,91449.11186,7494.666933,51680.22999,49549.10307,31911.13635,58236.52071,9543.696617,21106.34294
35,Clinton Hill,5045.572131,6540.667501,1942.760367,5378.421649,3444.622537,1387.685251,2944.26868,374.0018831,8084.340116,5427.659883,2771.329988,2646.136402,1362.080099,164.5558481,2397.466416,4194.843907,7829.19204,2958.26467,2916.91205,2939.496268,77.50892737,13580,6853.769438,5515.940535,10196.07964,761.067488,5500.706899,7060.225613,3871.717874,7160.136479,1110.862688,2448.145647
36,College Point,6902.3848,11248.19958,3755.41562,7400.632591,4852.641688,3374.008116,5650.087709,628.6298956,15102.76788,6766.232124,5301.071912,3561.220025,1666.077198,188.4699716,2892.067925,9454.227097,10432.13168,4414.697362,7227.023278,4118.695771,39.12161025,21966,9465.293816,8080.85726,12795.64783,1323.132155,12016.72114,8225.146705,5760.275637,13186.43046,1144.782001,2893.293899
37,Co-op City,6103.129662,9275.074198,2935.796142,3770.52753,5868.472974,1052.700311,7233.291505,389.0076799,12295.91149,5995.088512,4335.28285,2359.80899,1090.249536,116.3084203,3488.509912,5393.729288,11269.55603,3605.465484,4730.420009,3293.031633,22.17874012,18326,9857.218782,6667.722086,8168.68201,2396.847849,10908.28726,4303.864887,6854.090844,9998.135177,964.1938166,1427.773981
38,Corona,2139.926229,3230.653157,1020.420614,1711.411086,1203.975661,1155.152769,2123.202235,197.2582489,4436.053973,1941.946027,1536.547348,974.9815505,426.4340983,47.02869824,830.9075967,2359.482224,3440.710309,1419.442733,1689.35289,1282.863787,15.24021321,6433,2911.467157,2441.795672,3473.780632,329.9822985,3386.942456,2593.075245,1495.462556,4069.913752,360.349952,800.6236922
39,Crotona Park East,1663.248253,2380.436664,743.3150827,1170.40677,1206.206384,347.4235513,1963.831098,99.13219633,3143.805265,1626.194735,1104.310172,650.2032036,288.9679892,36.59273932,1004.788203,1284.790946,3035.879254,943.5288303,1117.287455,890.5193717,9.222784852,4797,2649.809216,1744.59529,2207.98029,470.0377096,2723.690902,1434.271388,1790.021526,2553.28279,274.3820687,423.6956843
40,Crown Heights North,7119.976956,9945.162412,3064.860632,5103.150812,8889.565404,1663.012841,3977.01156,497.2593824,12967.7611,7153.238895,4892.417312,3114.230169,1437.507676,156.2482093,3735.071503,5908.38954,12095.64698,4500.01273,4228.442885,4182.154041,66.76811103,20185,10615.59347,8157.406104,10642.0751,1167.594564,9247.412244,9386.993193,6410.060866,11768.40216,1203.994098,1919.536972
41,Crown Heights South,2669.526027,3626.667731,1173.806242,2715.691656,2586.623736,633.0007364,1360.15198,174.5318913,4789.694318,2680.305682,1732.358712,1242.021031,613.9534866,71.66027805,1263.258884,2214.703911,4500.842867,1638.084191,1504.389507,1542.552966,26.09152902,7496,3799.237597,3021.208985,4203.894288,468.3319608,3010.684762,3902.983278,2184.870619,4458.591725,559.5960084,815.5376557
42,Cypress Hills-City Line,2622.587326,3835.976154,1100.436521,1562.702254,2834.383311,735.2095606,2211.044007,215.6608673,5277.169524,2272.830476,2028.718952,1015.607235,437.8049796,43.30890122,1331.386697,2465.488978,4285.917456,1714.056271,1714.04998,1547.969582,15.40314206,7593,3532.64029,2801.890052,3607.360023,377.1339249,4108.903809,2843.962266,2267.368081,4640.170246,366.8256415,627.4616732
43,Douglas Manor-Douglaston-Little Neck,2242.903687,3904.24114,1392.855173,2783.749035,1241.978254,1620.680173,1672.123837,221.4687005,5258.649674,2258.350326,1712.300482,1390.894257,670.307675,83.25785174,840.8306471,3749.289014,3128.173384,1541.92932,2766.656851,1384.21905,11.21250444,7546,2988.920861,2673.052253,4767.529721,373.1163227,3893.252014,3178.631663,1695.403642,4517.561952,367.9742663,1283.034406
44,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,65513.94532,98847.16999,31751.8847,68039.86871,55686.36362,20628.95961,46587.63436,5170.173691,128083.7083,67743.29169,45630.2136,33368.21747,16107.60775,1876.234324,31727.86734,72389.36038,104153.2438,41456.19487,53633.58986,39088.43202,539.1133284,196274,93019.67636,74746.20524,122114.6017,12769.76776,100065.1445,79298.0878,59261.37376,110948.2124,11568.25678,25392.41384
45,Dyker Heights,6234.566008,9692.418682,3240.015311,7780.64792,3388.009581,3577.01346,4021.998163,399.3308755,13021.38813,6115.611867,4570.088482,3118.263622,1436.450655,167.0836398,2825.141379,7191.20252,10123.60883,4111.426688,4945.839005,3724.979841,49.57816328,19211,9118.323664,7031.308037,10687.20494,1124.989565,7926.405844,9779.604591,5544.324239,11638.28414,1174.770742,1940.391621
46,East Concourse-Concourse Village,4405.67686,6194.392267,1871.930873,2622.472301,3286.32398,863.4296431,5433.309399,266.4646773,8013.421195,4442.578805,2758.704171,1679.273322,777.839617,104.2879286,2823.585242,2812.015621,8487.876257,2523.047618,2480.152167,2349.500756,24.56397066,12491,7195.065623,4658.486176,5746.552883,1215.891643,6836.095401,3631.012956,4746.001642,6580.292353,787.8780704,1124.706006
47,East Elmhurst,1950.876244,2873.319742,899.8040137,1539.259961,1281.985536,808.5329942,1897.990673,196.2308369,3872.511504,1841.488496,1386.78803,885.4298788,400.1454783,49.29922609,834.8084069,2101.127431,3057.857003,1228.902575,1543.233811,1121.260844,13.20450736,5740,2680.812073,2193.67069,3238.206826,356.7373889,3150.940628,2139.321983,1527.291451,3464.460872,343.2016877,709.2476773
48,East Flatbush-Farragut,6794.495506,10590.66087,3466.843621,7625.832799,6869.195682,1863.924734,4019.278113,473.7686726,13927.7001,6905.299903,5039.148585,3452.538513,1688.492037,197.2640574,3197.994979,8281.051161,10500.07464,4253.229836,6165.451541,4178.942482,51.4042586,20902,9558.682525,7858.558065,12525.78239,1269.397192,10702.11381,8509.488996,6199.154669,12100.80642,1163.46228,2503.03891
49,East Flushing,2320.752894,3974.537104,1365.710002,2294.505718,1178.28037,2227.854378,1673.774406,286.5851274,5431.623114,2221.376886,1777.16609,1351.210854,607.6146589,72.25839531,895.2814345,3510.26145,3476.941666,1606.207713,2506.921833,1416.836229,10.56275363,7693,3157.70015,2760.659944,4465.50282,389.1218522,3795.978915,3425.899233,1741.612438,4796.577318,390.8696691,1103.810244
50,East Harlem North,7434.222453,10228.97126,3143.806287,5257.912944,5870.519338,1745.739233,7445.374284,487.4542008,12829.69737,7950.302629,4550.364082,3298.228629,1558.515635,205.8341566,4624.356006,5056.883542,13670.39604,4367.57687,4106.462757,4121.623177,53.89886545,20866,11809.96736,8241.695662,11672.17571,1947.64935,10167.85801,7947.49264,7657.060009,10711.06261,1412.450709,2403.877383
51,East Harlem South,16211.73775,22957.77167,7572.490574,16294.54798,10518.73204,5143.950466,13570.07274,1214.696778,28170.17258,18527.82742,9238.335282,9092.125137,4552.340141,726.0490941,8446.271848,14035.78358,27977.6932,9783.045095,10662.86897,9621.843863,123.1554577,46796,23615.04541,18715.75542,33996.50778,3431.280159,21635.93823,20211.78161,14288.66443,24221.79103,3618.912222,8146.544539
52,East New York,10867.14394,16148.7452,4967.110854,8365.988156,11969.95092,2896.941199,7897.099352,853.0203718,21766.06129,10179.93871,8227.848486,4567.410495,2075.444087,218.0202235,5644.406954,10880.00105,17807.47635,6814.566098,8028.332633,6365.978207,71.42879587,32072,15390.91876,11928.91747,16184.56799,1954.173403,16993.32141,12110.50519,10157.54023,18688.61859,1636.230898,3068.841179
53,East New York (Pennsylvania Ave),3807.19249,5461.635203,1624.172305,2222.182901,4349.982499,859.866428,3181.699056,279.2691161,7358.153935,3504.846065,2720.428772,1476.297481,642.0818042,65.31853232,2056.127756,3184.175944,6599.592374,2418.865206,2342.18582,2164.350862,23.64114546,10921,5549.244041,4056.118525,5096.04897,735.2264976,5824.258869,3986.514633,3689.510877,6270.567948,575.3665518,886.9211744
54,East Tremont,1994.111214,2794.934279,814.9545076,949.5799833,1550.892734,365.4080027,2628.464867,109.6544129,3715.513903,1883.486097,1274.399119,678.6502082,297.4269809,37.94978883,1325.795929,1205.31537,3866.619787,1114.103166,1111.541619,1004.849321,9.259011696,5610,3251.467384,1977.431652,2229.146361,625.1745508,3285.429084,1460.396366,2267.647378,2918.935848,329.2182574,409.4167742
55,East Village,15701.0351,20976.37591,6634.588992,16665.97683,8916.273508,5379.900504,11227.85127,1121.997892,25212.63945,18076.36055,8543.723691,8851.218464,4259.052415,581.856778,8196.232297,12637.57095,26246.96344,9261.883442,9275.233902,9068.373602,204.8176732,43420,23311.44619,19117.67839,35524.59955,2877.950002,18661.57814,20449.47186,12611.89066,22936.30741,3847.805692,7714.801928
56,East Williamsburg,9983.629979,13441.30543,4084.064593,8683.368011,7216.900924,3072.490431,7885.66131,650.5793234,17651.64749,9833.352506,6373.346528,4463.461371,1950.17591,212.8265334,5006.72337,8022.086119,16724.78086,6014.968547,5949.475431,5656.883728,109.0505047,27595,14304.96073,10905.8127,15826.19514,1714.666607,12662.87413,12580.45926,8743.542617,15422.55095,1817.71818,3289.906428
57,Eastchester-Edenwald-Baychester,1913.446136,2885.342179,902.2116855,1329.951689,1723.235009,352.6110965,2174.363443,120.8387621,3850.748872,1820.251128,1345.418261,763.9449141,361.0189473,42.21864461,1047.045877,1776.666586,3369.131108,1104.854325,1582.867801,1019.637193,7.200932115,5704,2904.930743,2035.306636,2662.27356,520.8763547,3475.902838,1463.220808,1956.791917,3210.982053,302.770461,502.2260301
58,Elmhurst,10674.37214,16058.61267,5094.015186,9188.947357,7566.435767,4915.817049,9221.375649,934.4241776,21065.68049,10715.31951,7332.75169,5259.131561,2409.482402,300.8450102,4925.407116,11282.20906,17472.86032,6843.003943,8313.682762,6390.160899,76.53776618,31921,15320.95776,12374.81581,18699.27214,2059.113117,16634.32313,12518.56375,8918.592062,18857.06975,1877.823075,3965.338191
59,Elmhurst-Maspeth,2646.835614,4072.153521,1341.010865,2843.559717,1206.822656,1685.022713,2123.204292,201.3906222,5390.727537,2652.272464,1867.360262,1404.442819,610.0748116,72.92188199,1203.287604,2892.576799,4393.158197,1748.123822,2040.068449,1607.439282,19.91023505,8091,3839.281832,3127.309321,4555.952855,469.3306543,3781.385148,3698.284198,2096.806522,5006.010244,494.5244611,922.1832337
60,Erasmus,1859.297275,2750.120405,864.5823198,1461.485269,2300.587634,485.4612663,1101.790069,124.6757612,3632.000509,1835.99949,1368.820049,833.5820875,384.3096954,41.6059942,943.5430103,1744.772995,3173.482056,1195.308934,1295.377836,1119.416984,13.33007627,5492,2714.97783,2110.396042,2850.298927,294.3482405,2731.479329,2319.172431,1679.140118,3289.34016,287.6090275,496.5197221
61,Far Rockaway-Bayswater,4188.601431,6559.297375,2254.101194,4124.537805,4531.665977,999.1575568,2981.389792,365.2488674,9093.597557,3896.402444,3091.45697,1883.522149,909.3301129,98.25717133,2117.844673,5190.023402,6536.166678,2616.54901,4184.221281,2244.738154,35.0313377,13026,5653.23714,4582.742574,7017.368884,774.1876085,7786.275632,4333.53676,4013.656684,7528.065214,721.423607,1431.278101
62,Flatbush,7501.739695,11157.27794,3610.982364,7568.794976,7328.633103,2570.772418,4295.432378,506.3671231,14811.71002,7431.289976,5429.466288,3564.289674,1666.652425,187.7975787,3748.299634,7200.849363,12897.93169,4874.523041,5082.519237,4521.523315,62.27547606,22324,11181.39661,8579.470038,11521.71828,1192.157836,10049.61829,10586.22388,6664.445364,13646.43977,1307.893188,1916.114863
